,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
A1CF,7.43571877023367,2.58104432286919,0.681596937322429,3.78676044673632,0.000152624111383906,0.000598789329179912
A2M,25300.8344088585,-2.29445415919218,0.316930241214543,-7.23961888395174,4.49947322808729e-13,1.00990198905037e-11
AACSP1,26.0393409221424,5.32439603689897,0.836254600611408,6.36695574889055,1.92816773418834e-10,2.70040803555285e-09
AADACL4,0.79998950809412,-2.79773845583546,0.815470112798329,-3.43082893159,0.000601739943621931,0.00201226623508882
AADACP1,58.5414046640384,2.34244116204169,0.676231185732324,3.46396500407615,0.000532275752711141,0.00180526465373291
AARD,60.58078518715,-4.12954132671533,0.604314781672929,-6.83342763068527,8.29093312987647e-12,1.5172475978318e-10
AATBC,1203.97788053121,2.22975518235274,0.436370144057721,5.10977942170534,3.22535149439524e-07,2.37782638567205e-06
ABCA12,469.552410327428,2.458782788522,0.494012527162474,4.97716688004825,6.45216913169631e-07,4.46880656428688e-06
ABCA13,247.6809323721,2.01767785071453,0.545353914176293,3.69975863061705,0.000215804616448828,0.000814699128559709
ABCA4,262.772262110204,2.13264016405768,0.518634576791142,4.11202850618368,3.92197858685465e-05,0.000179320454523171
ABCA8,255.239560406516,-3.42070394581974,0.452063369973568,-7.56686821588696,3.82329407234972e-14,1.02499374176352e-12
ABCA9,225.159819689414,-2.03556713844326,0.448765430074091,-4.53592679388693,5.73510723823369e-06,3.22625216610014e-05
ABCA9-AS1,21.1062416842076,2.06602662265933,0.67477039814421,3.06182166310411,0.00219994479720043,0.00623682945188443
ABCB5,10.2128823873799,-3.6810931684965,0.65458438369264,-5.62355787917019,1.87064047140952e-08,1.76866503831811e-07
ABCC8,10.0899617419675,-2.60642150509,0.671738240656071,-3.88011482351276,0.000104407164144415,0.000428080943789753
ABCC9,271.725571430361,-2.58148413439896,0.353696590282513,-7.29858360335626,2.90812785185229e-13,6.72443979743929e-12
ABCD2,36.354536367622,-2.59519163047809,0.408758749967668,-6.34895676406528,2.16779943115757e-10,3.00942332009664e-09
ABCG8,4.38089747336052,3.42172231493114,0.76791742570866,4.45584668400181,8.35627370924717e-06,4.53859955463344e-05
ABI3BP,753.007592707586,-3.37162075481801,0.398263144528247,-8.46581161511137,2.54375036741288e-17,1.19885712645077e-15
ABRA,5.71010611326803,-2.83691661846961,0.428094265525694,-6.62685031528257,3.42925049196613e-11,5.62204596902985e-10
ACACB,719.745229631613,-2.79657119218243,0.27657101362075,-10.1115845640181,4.90838892013512e-24,9.15600144950919e-22
ACKR1,1062.47428834079,-3.10695266430262,0.521370347622959,-5.95920477347417,2.53468324081856e-09,2.88685985529453e-08
ACKR2,632.635096255706,2.66110458513023,0.519759123770567,5.11988046660033,3.05729377990508e-07,2.26597019453532e-06
ACOD1,3.17075613301081,2.547668196864,0.813398465360261,3.13212810862093,0.00173544132381027,0.00507219572165115
ACOX2,119.849541216718,-2.74564247426459,0.373125675958121,-7.35849246293293,1.85998756747751e-13,4.44913836453294e-12
ACSM5,15.318967420441,-2.09179821084905,0.402792756822887,-5.19323690760615,2.06668922576565e-07,1.59182399144851e-06
ACTA1,46.7649438222306,-2.3067144397437,0.378443173038302,-6.09527296059913,1.09250869116275e-09,1.33396633258695e-08
ACTA2,20747.4207165017,-3.37126582601039,0.39469752681948,-8.54139080418478,1.32615880099864e-17,6.60046481268335e-16
ACTA2-AS1,111.305296434478,-2.94328239822145,0.409400527118457,-7.1892491661835,6.51485877853812e-13,1.41642345902046e-11
ACTBL2,14.3747059685499,3.76338045120517,0.792635576093606,4.74793280129118,2.05506287720325e-06,1.27035048031628e-05
ACTC1,4166.68648186394,-5.31606849753567,0.739730275009142,-7.18649577708574,6.64753451483792e-13,1.44244351085408e-11
ACTG2,20312.7959561827,-4.34329011035525,0.54343589552337,-7.99227681891042,1.32469178315738e-15,4.39552298612367e-14
ACTL8,31.2363462867423,4.83973356922941,0.783618126809069,6.17613784527553,6.56886404940965e-10,8.38020943498825e-09
ACTN2,92.6595941727318,-4.55181483745188,0.566990818812955,-8.02802212385291,9.90566205031906e-16,3.36818553811845e-14
ADAM18,1.39926301329483,2.64488117523275,0.928221126330091,2.84940850860594,0.00438006013078907,0.0113003922342231
ADAM2,13.0457462594061,5.25072552794929,0.997373941990473,5.26455054306948,1.40532734877143e-07,1.11851762237462e-06
ADAM33,374.373751383078,-3.18704885707344,0.423280217249192,-7.52940658976551,5.0971434453101e-14,1.34537919380492e-12
ADAMTS1,4101.03739258129,-3.42152950871097,0.332349399346943,-10.2949772601791,7.42371145585296e-25,1.61560340095122e-22
ADAMTS20,54.4495855231363,2.94363785546144,0.651153647400893,4.52065018327255,6.16499901203889e-06,3.44451668938433e-05
ADAMTS4,1944.63362711844,-3.00490090056064,0.360726095814041,-8.33014560196863,8.07429892924255e-17,3.46010207782483e-15
ADAMTS8,148.201313542252,-3.10441745170689,0.457519776099508,-6.78531861108382,1.1583059837405e-11,2.06191469342996e-10
ADAMTS9-AS1,114.652797783401,-4.96371989700558,0.541794859663687,-9.16162235294509,5.11228685835199e-20,4.09684273219125e-18
